dataset,var.names,var.labels,title,description,family,references
vdem,v2xcs_ccsi_codelow,Upper bound of the 95\% confidence interval.,NA,NA,NA,NA
vdem,v2xcs_ccsi_codehigh,Lower bound of the 95\% confidence interval.,NA,NA,NA,NA
vdem,v2xlg_legcon,"Legislative constraints on the executive index from V-dem version 6.1. To what extent is the legislature and government agencies (e.g., comptroller general, general prosecutor, or ombudsman) capable of questioning, investigating, and exercising oversight over the executive? Higher values mean more constraints.",NA,NA,NA,NA
vdem,v2xlg_legcon_codehigh,Upper bound of the 95\% confidence interval.,NA,NA,NA,NA
vdem,v2xlg_legcon_codelow,Lower bound of the 95\% confidence interval.,NA,NA,NA,NA
vdem,v2x_jucon,"Judicial constraints on the executive index from V-dem version 6.1. To what extent does the executive respect the constitution and comply with court rulings, and to what extent is the judiciary able to act in an independent fashion? Higher values mean more constraints.",NA,NA,NA,NA
vdem,v2x_jucon_codehigh,Upper bound of the 95\% confidence interval.,NA,NA,NA,NA
vdem,v2x_jucon_codelow,Lower bound of the 95\% confidence interval.,NA,NA,NA,NA
vdem,v2x_execorr,"Executive corruption index from V-dem version 6.1. How routinely do members of the executive, or their agents grant favors in exchange for bribes, kickbacks, or other material inducements, and how often do they steal, embezzle, or misappropriate public funds or other state resources for personal or family use? Higher values mean more corruption.",NA,NA,NA,NA
vdem,v2x_execorr_codehigh,Upper bound of the 95\% confidence interval.,NA,NA,NA,NA
vdem,v2x_execorr_codelow,Lower bound of the 95\% confidence interval.,NA,NA,NA,NA
vdem,vdem_country,Country name in the original dataset.,NA,NA,NA,NA
wahman_teorell,regime1ny,"Collapsed regime type: 1 Monarchy 2 Military 3 One party 4 Multi-party 9 No-party 99 Other 100 Democracy.


The codebook notes:


Using the mean of the Freedom House and Polity scales (ifhpol), we draw the line between democracies and autocracies at 7.0. We chose his threshold value by estimating the mean cutoff point separating democracy from autocracy in five well-known categorical measures of democracy: Cheibub et al. (2010), Boix et al (Forthcoming) and Bernhard et al. (2001), together with Polity's own categorical threshold for ""democracy"" and Freedom House's threshold for ""Electoral Democracy."" At the core of our typology of authoritarian regime types is a distinction between three different modes of political power maintenance (probably the three most widely used throughout history):


1. Hereditary succession, or lineage, corresponding to Monarchies; we define monarchies as those regimes in which a person of royal descent has inherited the position of head of state in accordance with accepted practice and/or the constitution (one cannot proclaim oneself a monarch). It bears stressing that we only apply this classification to countries where the sovereign exercises real political power; ceremonial monarchies are thus excluded. This occurs in Afghanistan 1979 and 2001, Bosnia-Herzegovina 1995, Cambodia 1979, Lebanon 1990, and Solomon Islands 2003. Users particularly interested in the time-series information on democracy for these countries should consider more case-specific imputation techniques.


2. The actual or threatened use of military force, referring to Military regimes, where the armed forces may exercise political power either directly or indirectly (i.e., by controlling civilian leaders behind the scenes). Regimes where persons of military background are chosen in open elections (which have not been controlled by the military) thus should not count as military. ""Rebel regimes"" form a special subcategory. They include cases where a rebel movement (one not formed out of the regular armed forces) has taken power by military means, and the regime has not as yet been reconstituted as another kind of regime.


3. Popular elections, designating the various electoral regimes. We distinguish among three basic types of electoral regimes. The first is the No-Party Regime, where elections are held but all political parties (or at least any candidate representing a party) are prohibited. Elections in no-party regimes may display an element of competition, but thus only among individual candidates.

Second, in One-Party Regimes, all parties but one is forbidden (formally or de facto) from taking part in elections. A small number of non-party candidates may also be allowed to take part and get elected; there may be satellite parties which are autonomous in name, but which cannot take an independent position; and competition between candidates from the same (ruling) party may also obtain; we still code the regime one-party. It is not enough, moreover, that a regime calls itself a one-party state; elections in such a structure must also be held.

Third, and finally, we define Limited Multiparty regimes as regimes that hold parliamentary or presidential elections in which (at least some) candidates are able to participate who are independent of the ruling regime. This classification holds even when opposition parties refrain voluntarily from taking part in elections. It also embraces cases where parties are absent, but where this is not the result of any prohibition against party activities: the candidates in question have simply chosen to stand for election as individuals. These latter we classify as Party-Less limited multiparty systems.

Finally, we have a residual category called others, including a few cases that do not fit under any other regime type, given the definitions applied.

The categories in regime1ny are not mutually exclusive. All monarchical regimes with amalgams [regimeny=16, 17, 23 or 24] are treated as monarchies, all military regimes with sub-types and amalgams [regimeny=4, 5, 6, 7 or 18] are treated as military regimes, and multiparty regimes with sub-types are treated as multiparty regimes [regimeny =1 or 2]. Only pure no-party [regimeny=3] and one-party [regimeny=8] regimes are treated as no-party and one-party regimes, respectively. The minor types [regimeny=9, 19, 20, 21, 22] are treated as other. Our regime classification pertains to December 31 as of each year.","A selection from the Authoritarian Regimes Data Set, v. 5.0","The Authoritarian Regimes Data set by Axel Hadenius, Jan Teorell, & Michael Wahman, described in Hadenius, Axel & Jan Teorell. 2007. ""Pathways from Authoritarianism"", Journal of Democracy 18(1): 143-156 and Wahman, Michael, Jan Teorell, and Axel Hadenius. 2013. Authoritarian regime types revisited: updated data in comparative perspective. Contemporary Politics 19 (1): 19-34. The dataset and codebook can be downloaded from https://sites.google.com/site/authoritarianregimedataset/data.",democracy,"Hadenius, Axel & Jan Teorell. 2007. ""Pathways from Authoritarianism"", Journal of Democracy 18(1): 143-156"
wahman_teorell,regimeny,"Regime type: 1 Limited Multiparty 2 Partyless 3 No-Party 4 Military 5 Military No-Party 6 Military Multiparty 7 Military One-party 8 One-Party 9 Other 16 One-Party Monarchy 17 Monarchy 18 Rebel Regime 19 Civil War 20 Occupation 21 Theocracy 22 Transitional Regime 23 No-Party Monarchy 24 Multiparty Monarchy 100 Democracy


The codebook notes:  Based on the classifications in regime1ny we also code hybrids (or amalgams) combining elements from more than one regime type. Monarchies may carry out elections in various forms: multiparty elections, no-party elections, and also one-party elections. The same goes for military regimes. In addition to the main types and their amalgams, we have identified several minor types of authoritarian regime. In a theocracy, decisive political power lies in the hands of a religious elite. Temporary regimes, the purpose of which is to carry out a transition, are classified as transitional regimes. There are furthermore countries in which the official government does not in reality control the territory. This may be due to civil war or occupation by foreign troops.",NA,NA,regime types,"Wahman, Michael, Jan Teorell, and Axel Hadenius. 2013. Authoritarian regime types revisited: updated data in comparative perspective. Contemporary Politics 19 (1): 19-34"
wahman_teorell,persagg1ny,"Mean executive turnover (collapsed regime type) Measures the total number of changes of the chief executive during the regime spell divided by the years of regime spell duration, according to the classification of regime1ny. The effective executive may be the president, prime minister, leader of the ruling party, the monarch or the ruling military junta, or someone else, working behind political figure heads.",NA,NA,regime characteristics,NA
wahman_teorell,persaggny2,"Mean executive turnover (within regime spells) Same as persagg1ny, but according to the classification of regimeny.",NA,NA,NA,NA
wahman_teorell,tenure1ny,"Mean years of executive tenure (collapsed regime type) Measures the years of regime spell duration divided by the total number of changes of the executive during the regime spell, according to the classification of regime1ny. In case no change of executive occurred during a regime spell, tenure1ny is set equal to the regime spell duration. Source: See persaggny2.",NA,NA,NA,NA
wahman_teorell,tenureny2,"Mean years of executive tenure (within regime spells) Same as tenure1ny, but according to the classification of regimeny. Source: See persagg1ny.",NA,NA,NA,NA
wahman_teorell,wahman_teorell_country,Original country name in dataset.,NA,NA,NA,NA
world,long,Longitude.,"World map data, in country-year format, for use with ggplot2.","World map data, in country-year format, for use with ggplot2. Taken from rworldmap and joined with columns for the standardized country name and the Gleditsch-Ward country code.",NA,NA
world,lat,Latitude.,NA,NA,NA,NA
world,order,Plotting order.,NA,NA,NA,NA
world,hole,Whether the polygon describes a hole.,NA,NA,NA,NA
world,piece,piece,NA,NA,NA,NA
world,id,id,NA,NA,NA,NA
world,group,group,NA,NA,NA,NA
world,reg,reg,NA,NA,NA,NA
